,Episode Batch,Learning Rate,Mean Absolute Error,Mean Squared Error,Batch Gym Reward,Batch User Reward,Avg. Episode Length (t),BAC Gradient,Policy Evolution
149,150.0,0.025,0.00013784660000000005,2.8502527697340016e-06,-1800.0,-12.0,3.0,"[[1.17823642e-06]
 [7.12494357e-05]
 [2.38560479e-03]
 ...
 [3.91016289e-05]
 [4.12727545e-07]
 [2.41075861e-09]]","[[8.04824089e+00]
 [1.93693317e+01]
 [2.74779675e+01]
 ...
 [6.16717544e-02]
 [3.24135870e-03]
 [9.85864179e-05]]"
150,151.0,0.025,3.677980132450347e-05,2.0426582160596205e-07,-800.0,-12.0,3.0,"[[6.51093154e-06]
 [4.34985454e-04]
 [1.60811558e-02]
 ...
 [9.37746178e-06]
 [1.14537008e-07]
 [7.74192211e-10]]","[[8.04824105e+00]
 [1.93693425e+01]
 [2.74783695e+01]
 ...
 [6.16719888e-02]
 [3.24136157e-03]
 [9.85864373e-05]]"
151,152.0,0.025,2.9780065789473735e-05,1.3480155240065834e-07,-750.0,-11.0,2.6,"[[ 1.64104108e-01]
 [ 1.41895069e+00]
 [ 6.79991789e+00]
 ...
 [-3.19405263e-02]
 [-1.43275015e-03]
 [-3.58673171e-05]]","[[8.05234365e+00]
 [1.94048163e+01]
 [2.76483674e+01]
 ...
 [6.08734756e-02]
 [3.20554281e-03]
 [9.76897544e-05]]"
152,153.0,0.025,5.192640522875748e-05,4.1254178867711326e-07,-1350.0,-15.0,3.2,"[[-3.41457301e-05]
 [-1.20209349e-03]
 [-2.44410293e-02]
 ...
 [ 1.47748734e-01]
 [ 9.08987438e-03]
 [ 3.09466399e-04]]","[[8.05234280e+00]
 [1.94047862e+01]
 [2.76477564e+01]
 ...
 [6.45671940e-02]
 [3.43278967e-03]
 [1.05426414e-04]]"
153,154.0,0.025,5.8747727272727296e-05,5.31499500795455e-07,-1250.0,-11.0,2.6,"[[ 4.89510982e-03]
 [ 8.79817608e-02]
 [ 8.68261866e-01]
 ...
 [-5.03017071e-10]
 [-1.58458006e-12]
 [-2.76228415e-15]]","[[8.05246518e+00]
 [1.94069858e+01]
 [2.76694630e+01]
 ...
 [6.45671940e-02]
 [3.43278967e-03]
 [1.05426414e-04]]"
154,155.0,0.025,6.227716129032215e-05,6.011589468490239e-07,-900.0,-10.0,2.4,"[[4.18205154e-09]
 [5.11712908e-07]
 [3.48006774e-05]
 ...
 [1.85353511e-04]
 [2.44305117e-06]
 [1.78195890e-08]]","[[8.05246518e+00]
 [1.94069858e+01]
 [2.76694638e+01]
 ...
 [6.45718278e-02]
 [3.43285075e-03]
 [1.05426860e-04]]"
155,156.0,0.025,6.035871794871795e-05,5.683352738564104e-07,-2500.0,-18.0,3.8,"[[ 5.56594702e-02]
 [ 2.13316944e-01]
 [-4.02471000e-01]
 ...
 [ 2.28584142e-05]
 [ 2.90859619e-07]
 [ 2.04805810e-09]]","[[8.05385667e+00]
 [1.94123187e+01]
 [2.76594020e+01]
 ...
 [6.45723993e-02]
 [3.43285802e-03]
 [1.05426911e-04]]"
156,157.0,0.025,0.00010636789808917237,1.7763183697936443e-06,-400.0,-10.0,2.4,"[[ 1.35521017e+00]
 [ 6.54434290e+00]
 [ 1.74880774e+01]
 ...
 [-1.03589634e-06]
 [-8.99905389e-09]
 [-4.33036105e-11]]","[[8.08773692e+00]
 [1.95759273e+01]
 [2.80966040e+01]
 ...
 [6.45723734e-02]
 [3.43285780e-03]
 [1.05426910e-04]]"
157,158.0,0.025,0.00011295227848101201,2.01579831982023e-06,-5300.0,-28.0,6.0,"[[ 2.42136838e-02]
 [ 3.70108137e-01]
 [ 3.15089753e+00]
 ...
 [-8.91715035e-07]
 [-6.88774633e-09]
 [-2.94408026e-11]]","[[8.08834226e+00]
 [1.95851800e+01]
 [2.81753764e+01]
 ...
 [6.45723511e-02]
 [3.43285762e-03]
 [1.05426909e-04]]"
158,159.0,0.025,2.5512389937106783e-05,1.0349024440817502e-07,-3650.0,-23.0,4.6,"[[ 1.67747160e-02]
 [ 2.41062664e-01]
 [ 1.90303701e+00]
 ...
 [-9.42459953e-12]
 [-1.93383075e-14]
 [-2.19581281e-17]]","[[8.08876163e+00]
 [1.95912066e+01]
 [2.82229523e+01]
 ...
 [6.45723511e-02]
 [3.43285762e-03]
 [1.05426909e-04]]"
159,160.0,0.025,0.00011449699999999951,2.0975300814399824e-06,-1800.0,-12.0,2.6,"[[ 2.48184518e-03]
 [ 5.12678687e-02]
 [ 5.85960027e-01]
 ...
 [-8.15685147e-06]
 [-8.33033345e-08]
 [-4.70793495e-10]]","[[8.08882368e+00]
 [1.95924883e+01]
 [2.82376013e+01]
 ...
 [6.45721472e-02]
 [3.43285554e-03]
 [1.05426897e-04]]"
160,161.0,0.025,3.2246645962733366e-05,1.6741523431118473e-07,-2400.0,-22.0,4.6,"[[ 1.48848929e+00]
 [ 6.90411871e+00]
 [ 1.77209727e+01]
 ...
 [-5.04846829e-05]
 [-9.10468588e-07]
 [-9.08639907e-09]]","[[8.12603591e+00]
 [1.97650912e+01]
 [2.86806257e+01]
 ...
 [6.45708851e-02]
 [3.43283278e-03]
 [1.05426670e-04]]"
161,162.0,0.025,0.00012859246913580298,2.678835745187676e-06,-1900.0,-18.0,3.8,"[[2.27460408e-14]
 [1.21733802e-11]
 [3.60647216e-09]
 ...
 [8.64432961e-03]
 [2.15991250e-04]
 [3.03883451e-06]]","[[8.12603591e+00]
 [1.97650912e+01]
 [2.86806257e+01]
 ...
 [6.47869933e-02]
 [3.43823256e-03]
 [1.05502641e-04]]"
162,163.0,0.025,4.026055214723918e-05,2.642086656496922e-07,-900.0,-10.0,2.4,"[[2.65818633e-09]
 [4.28197099e-07]
 [3.88386229e-05]
 ...
 [4.11052845e-06]
 [3.19458249e-08]
 [1.37465298e-10]]","[[8.12603591e+00]
 [1.97650912e+01]
 [2.86806266e+01]
 ...
 [6.47870961e-02]
 [3.43823336e-03]
 [1.05502645e-04]]"
163,164.0,0.025,9.607792682926845e-05,1.513878755904883e-06,-1850.0,-15.0,3.2,"[[ 3.50592826e-01]
 [ 2.49433945e+00]
 [ 9.81412255e+00]
 ...
 [-4.03839541e-09]
 [-2.20947767e-11]
 [-6.69193944e-14]]","[[8.13480073e+00]
 [1.98274497e+01]
 [2.89259797e+01]
 ...
 [6.47870960e-02]
 [3.43823336e-03]
 [1.05502645e-04]]"
164,165.0,0.025,0.0001103001818181816,2.0074114680054466e-06,-3800.0,-26.0,5.2,"[[ 6.36360002e-02]
 [ 6.77424567e-01]
 [ 3.99055787e+00]
 ...
 [-8.31008515e-07]
 [-8.17462067e-09]
 [-4.44991025e-11]]","[[8.13639163e+00]
 [1.98443853e+01]
 [2.90257436e+01]
 ...
 [6.47870752e-02]
 [3.43823316e-03]
 [1.05502643e-04]]"
165,166.0,0.025,4.280638554216879e-05,3.0417618276867635e-07,-2700.0,-16.0,3.8,"[[8.41521479e-14]
 [4.10178991e-11]
 [1.09204941e-08]
 ...
 [2.85080872e-03]
 [5.71967278e-05]
 [6.35469168e-07]]","[[8.13639163e+00]
 [1.98443853e+01]
 [2.90257436e+01]
 ...
 [6.48583454e-02]
 [3.43966307e-03]
 [1.05518530e-04]]"
166,167.0,0.025,0.00018421419161676627,5.66712302163412e-06,-6050.0,-25.0,5.2,"[[ 4.32951254e+01]
 [ 1.40902270e+02]
 [ 2.34500918e+02]
 ...
 [-2.57552208e-02]
 [-7.43179085e-04]
 [-1.18374578e-05]]","[[9.21876976e+00]
 [2.33669421e+01]
 [3.48882666e+01]
 ...
 [6.42144649e-02]
 [3.42108360e-03]
 [1.05222594e-04]]"
167,168.0,0.025,8.675785714285749e-05,1.2645235303714387e-06,-2150.0,-17.0,3.6,"[[-8.62830428e-07]
 [-4.99320454e-05]
 [-1.63111668e-03]
 ...
 [ 1.12581498e-04]
 [ 1.80913080e-06]
 [ 1.60851747e-08]]","[[9.21876974e+00]
 [2.33669409e+01]
 [3.48882258e+01]
 ...
 [6.42172794e-02]
 [3.42112882e-03]
 [1.05222996e-04]]"
168,169.0,0.025,3.3663964497041423e-05,1.9152136345621304e-07,-900.0,-12.0,2.6,"[[ 8.82375188e-01]
 [ 4.81228074e+00]
 [ 1.45232882e+01]
 ...
 [-1.90904222e-07]
 [-1.54407769e-09]
 [-6.91105376e-12]]","[[9.24082912e+00]
 [2.34872479e+01]
 [3.52513080e+01]
 ...
 [6.42172746e-02]
 [3.42112879e-03]
 [1.05222996e-04]]"
169,170.0,0.025,2.5544470588235268e-05,1.1092839619764682e-07,-2700.0,-16.0,3.4,"[[4.06587076e-10]
 [6.47482978e-08]
 [5.72262139e-06]
 ...
 [1.05810154e-03]
 [1.81633377e-05]
 [1.72545434e-07]]","[[9.24082912e+00]
 [2.34872479e+01]
 [3.52513082e+01]
 ...
 [6.42437272e-02]
 [3.42158287e-03]
 [1.05227309e-04]]"
170,171.0,0.025,8.873999999999976e-05,1.3465886795999927e-06,-6100.0,-28.0,5.6,"[[ 9.93202202e-03]
 [ 1.55552282e-01]
 [ 1.35592620e+00]
 ...
 [-9.90770143e-06]
 [-1.05853593e-07]
 [-6.25523373e-10]]","[[9.24107742e+00]
 [2.34911367e+01]
 [3.52852063e+01]
 ...
 [6.42434795e-02]
 [3.42158022e-03]
 [1.05227294e-04]]"
171,172.0,0.025,5.465290697674435e-05,5.137537214534915e-07,-1400.0,-14.0,3.0,"[[8.84150812e-04]
 [1.95589354e-02]
 [2.39429571e-01]
 ...
 [1.32851560e-04]
 [1.66811648e-06]
 [1.15906447e-08]]","[[9.24109953e+00]
 [2.34916257e+01]
 [3.52911921e+01]
 ...
 [6.42468008e-02]
 [3.42162193e-03]
 [1.05227583e-04]]"
172,173.0,0.025,0.00010705901734104084,1.982862542567066e-06,-1350.0,-13.0,3.0,"[[7.77331420e-09]
 [1.16990396e-06]
 [9.74321254e-05]
 ...
 [1.17641311e-03]
 [3.09335645e-05]
 [4.50311923e-07]]","[[9.24109953e+00]
 [2.34916257e+01]
 [3.52911945e+01]
 ...
 [6.42762111e-02]
 [3.42239527e-03]
 [1.05238841e-04]]"
173,174.0,0.025,0.00016303574712643647,4.6250339423471085e-06,-3050.0,-21.0,4.4,"[[-1.20657656e-02]
 [-2.01466073e-01]
 [-1.92042452e+00]
 ...
 [ 6.34472038e-02]
 [ 2.85379001e-03]
 [ 7.19191781e-05]]","[[9.24079788e+00]
 [2.34865890e+01]
 [3.52431839e+01]
 ...
 [6.58623912e-02]
 [3.49374002e-03]
 [1.07036821e-04]]"
174,175.0,0.025,2.63765714285721e-06,1.2175161605714902e-09,-1500.0,-14.0,3.0,"[[ 3.74720076e-01]
 [ 2.58022066e+00]
 [ 9.89493615e+00]
 ...
 [-8.08581253e-03]
 [-3.14052580e-04]
 [-6.75197380e-06]]","[[9.25016588e+00]
 [2.35510946e+01]
 [3.54905573e+01]
 ...
 [6.56602459e-02]
 [3.48588870e-03]
 [1.06868021e-04]]"
175,176.0,0.025,5.0873011363636566e-05,4.554991381960263e-07,-4250.0,-23.0,4.8,"[[ 1.56378191e+01]
 [ 3.18949280e+01]
 [ 4.81109167e+01]
 ...
 [-5.39137717e-05]
 [-7.86084457e-07]
 [-6.31538161e-09]]","[[9.64111136e+00]
 [2.43484678e+01]
 [3.66933302e+01]
 ...
 [6.56588980e-02]
 [3.48586905e-03]
 [1.06867863e-04]]"
176,177.0,0.025,4.916090395480248e-05,4.2777262254463663e-07,-3250.0,-25.0,5.0,"[[-8.50894062e-01]
 [-6.04160878e+00]
 [-2.33569968e+01]
 ...
 [ 3.32447934e-04]
 [ 6.09233440e-06]
 [ 6.18239636e-08]]","[[9.61983901e+00]
 [2.41974275e+01]
 [3.61094053e+01]
 ...
 [6.56672092e-02]
 [3.48602136e-03]
 [1.06869409e-04]]"
177,178.0,0.025,5.1235730337078866e-05,4.6726781124494777e-07,-1800.0,-14.0,3.2,"[[2.91023008e-01]
 [1.72596252e+00]
 [5.02870606e+00]
 ...
 [3.96101457e-06]
 [3.95759234e-08]
 [2.18814470e-10]]","[[9.62711458e+00]
 [2.42405766e+01]
 [3.62351229e+01]
 ...
 [6.56673083e-02]
 [3.48602235e-03]
 [1.06869415e-04]]"
178,179.0,0.025,0.00018136044692737414,5.887598496035743e-06,-2350.0,-17.0,3.4,"[[7.08771168e-10]
 [1.17866005e-07]
 [1.12199873e-05]
 ...
 [2.79121837e-05]
 [2.80778600e-07]
 [1.56358882e-09]]","[[9.62711458e+00]
 [2.42405766e+01]
 [3.62351232e+01]
 ...
 [6.56680061e-02]
 [3.48602937e-03]
 [1.06869454e-04]]"
179,180.0,0.025,4.2980888888888905e-05,3.3252422574222256e-07,-2900.0,-18.0,4.0,"[[2.44964783e-09]
 [3.22359152e-07]
 [2.37765664e-05]
 ...
 [8.12444997e-05]
 [9.50354909e-07]
 [6.15224900e-09]]","[[9.62711458e+00]
 [2.42405766e+01]
 [3.62351238e+01]
 ...
 [6.56700372e-02]
 [3.48605312e-03]
 [1.06869607e-04]]"
180,181.0,0.025,7.105541436464117e-05,9.138458158060845e-07,-5800.0,-30.0,6.0,"[[-4.45014058e+00]
 [-1.93742623e+01]
 [-4.90254327e+01]
 ...
 [ 8.89179545e-03]
 [ 2.82650254e-04]
 [ 4.97237880e-06]]","[[9.51586107e+00]
 [2.37562201e+01]
 [3.50094880e+01]
 ...
 [6.58923321e-02]
 [3.49311938e-03]
 [1.06993917e-04]]"
181,182.0,0.025,3.6940769230769396e-05,2.483609185076945e-07,-3500.0,-20.0,4.2,"[[-6.31036070e-01]
 [ 2.45580383e-01]
 [ 8.09280443e+00]
 ...
 [ 2.11544209e-05]
 [ 2.42922505e-07]
 [ 1.54879317e-09]]","[[9.50008517e+00]
 [2.37623596e+01]
 [3.52118081e+01]
 ...
 [6.58928609e-02]
 [3.49312545e-03]
 [1.06993956e-04]]"
182,183.0,0.025,0.00014272639344262286,3.7278606794803237e-06,-1300.0,-14.0,3.2,"[[1.30288949e-11]
 [3.82849697e-09]
 [6.22522512e-07]
 ...
 [1.26877869e-02]
 [5.19459245e-04]
 [1.18293359e-05]]","[[9.50008517e+00]
 [2.37623596e+01]
 [3.52118081e+01]
 ...
 [6.62100556e-02]
 [3.50611194e-03]
 [1.07289689e-04]]"
183,184.0,0.025,6.575152173913052e-05,7.954803204260891e-07,-3000.0,-20.0,4.2,"[[1.56328755e-04]
 [5.94128605e-03]
 [1.31643540e-01]
 ...
 [4.82064361e-11]
 [1.03352955e-13]
 [1.22632834e-16]]","[[9.50008908e+00]
 [2.37625081e+01]
 [3.52150992e+01]
 ...
 [6.62100556e-02]
 [3.50611194e-03]
 [1.07289689e-04]]"
184,185.0,0.025,4.76295675675678e-05,4.196865057345987e-07,-3850.0,-19.0,4.0,"[[ 9.63259496e+00]
 [ 2.98251605e+01]
 [ 5.03427957e+01]
 ...
 [-2.81183929e-02]
 [-1.32289911e-03]
 [-3.44258076e-05]]","[[9.74090395e+00]
 [2.45081371e+01]
 [3.64736691e+01]
 ...
 [6.55070958e-02]
 [3.47303946e-03]
 [1.06429044e-04]]"
185,186.0,0.025,2.56254301075271e-05,1.221392562844107e-07,-1600.0,-14.0,3.0,"[[-3.81064853e-04]
 [-5.75301733e-03]
 [-2.85686946e-02]
 ...
 [-2.40697485e-05]
 [-2.86179643e-07]
 [-1.88290074e-09]]","[[9.74089442e+00]
 [2.45079933e+01]
 [3.64729549e+01]
 ...
 [6.55064940e-02]
 [3.47303230e-03]
 [1.06428997e-04]]"
186,187.0,0.025,0.00010194812834224617,1.943569703155087e-06,-6400.0,-32.0,6.6,"[[-2.10536834e+00]
 [-8.45554108e+00]
 [-1.39721681e+01]
 ...
 [-1.37386886e-02]
 [-5.11053308e-04]
 [-1.05057840e-05]]","[[9.68826022e+00]
 [2.42966048e+01]
 [3.61236507e+01]
 ...
 [6.51630268e-02]
 [3.46025597e-03]
 [1.06166352e-04]]"
187,188.0,0.025,7.183505319148903e-05,9.70131675000523e-07,-4300.0,-24.0,5.2,"[[ 5.46299957e-01]
 [ 4.40725903e+00]
 [ 1.96754290e+01]
 ...
 [-1.87752790e-02]
 [-7.35273787e-04]
 [-1.59231536e-05]]","[[9.70191771e+00]
 [2.44067862e+01]
 [3.66155364e+01]
 ...
 [6.46936448e-02]
 [3.44187413e-03]
 [1.05768273e-04]]"
188,189.0,0.025,9.558148148148116e-06,1.726669904814803e-08,-3400.0,-22.0,4.6,"[[ 7.06997327e-01]
 [ 5.14092352e+00]
 [ 2.06861802e+01]
 ...
 [-1.43812994e-03]
 [-2.94604765e-05]
 [-3.33543912e-07]]","[[9.71959265e+00]
 [2.45353093e+01]
 [3.71326909e+01]
 ...
 [6.46576916e-02]
 [3.44113761e-03]
 [1.05759935e-04]]"
189,190.0,0.025,0.00010268789473684206,2.0035127078421036e-06,-2100.0,-16.0,3.8,"[[7.03071090e-07]
 [4.56099769e-05]
 [1.64234290e-03]
 ...
 [9.59062038e-06]
 [8.36206530e-08]
 [4.03462292e-10]]","[[9.71959267e+00]
 [2.45353105e+01]
 [3.71327320e+01]
 ...
 [6.46579314e-02]
 [3.44113970e-03]
 [1.05759945e-04]]"
190,191.0,0.025,0.0001227880104712044,2.87968704345603e-06,-4650.0,-21.0,4.4,"[[-1.08516005e+00]
 [-6.23668335e+00]
 [-1.91269324e+01]
 ...
 [ 1.81569171e-02]
 [ 6.64140482e-04]
 [ 1.34392268e-05]]","[[9.69246366e+00]
 [2.43793934e+01]
 [3.66545587e+01]
 ...
 [6.51118543e-02]
 [3.45774322e-03]
 [1.06095925e-04]]"
191,192.0,0.025,0.00010805203124999996,2.241646359792186e-06,-1850.0,-19.0,4.0,"[[6.56831506e-06]
 [3.13838445e-04]
 [8.33702010e-03]
 ...
 [1.10999269e-06]
 [7.32697928e-09]
 [2.67640470e-11]]","[[9.69246383e+00]
 [2.43794012e+01]
 [3.66547671e+01]
 ...
 [6.51118820e-02]
 [3.45774340e-03]
 [1.06095926e-04]]"
192,193.0,0.025,0.00010998378238341974,2.3346114507611416e-06,-1250.0,-17.0,3.4,"[[5.97756164e-02]
 [6.54631678e-01]
 [4.00562310e+00]
 ...
 [1.24198380e-04]
 [2.03483911e-06]
 [1.82462792e-08]]","[[9.69395822e+00]
 [2.43957670e+01]
 [3.67549077e+01]
 ...
 [6.51149870e-02]
 [3.45779427e-03]
 [1.06096382e-04]]"
193,194.0,0.025,5.7191134020618735e-05,6.345402072494886e-07,-3450.0,-21.0,4.2,"[[ 7.96892956e-01]
 [ 3.94472673e+00]
 [ 1.11494426e+01]
 ...
 [-2.35952197e-06]
 [-2.17030953e-08]
 [-1.10331969e-10]]","[[9.71388054e+00]
 [2.44943852e+01]
 [3.70336437e+01]
 ...
 [6.51149280e-02]
 [3.45779373e-03]
 [1.06096380e-04]]"
194,195.0,0.025,5.6584974358974396e-05,6.24362568025129e-07,-1150.0,-13.0,3.0,"[[8.78355636e-14]
 [3.88857983e-11]
 [9.69247699e-09]
 ...
 [4.95759917e-03]
 [1.08651612e-04]
 [1.31887564e-06]]","[[9.71388054e+00]
 [2.44943852e+01]
 [3.70336437e+01]
 ...
 [6.52388680e-02]
 [3.46051002e-03]
 [1.06129351e-04]]"
195,196.0,0.025,1.0881581632653605e-05,2.320812849030844e-08,-2000.0,-16.0,3.6,"[[ 1.89892614e-01]
 [ 1.59870506e+00]
 [ 7.44807172e+00]
 ...
 [-2.43670618e-06]
 [-2.49937975e-08]
 [-1.41435827e-10]]","[[9.71862786e+00]
 [2.45343528e+01]
 [3.72198455e+01]
 ...
 [6.52388071e-02]
 [3.46050939e-03]
 [1.06129348e-04]]"
196,197.0,0.025,0.00011679756345177662,2.6874091531695416e-06,-3550.0,-19.0,4.0,"[[1.08198111e-11]
 [3.24002706e-09]
 [5.36890472e-07]
 ...
 [5.11535243e-03]
 [1.72236732e-04]
 [3.24710879e-06]]","[[9.71862786e+00]
 [2.45343528e+01]
 [3.72198455e+01]
 ...
 [6.53666909e-02]
 [3.46481531e-03]
 [1.06210526e-04]]"
197,198.0,0.025,0.00010379969696969726,2.133326664018194e-06,-3000.0,-20.0,4.2,"[[4.86428606e-06]
 [2.42165984e-04]
 [6.67237090e-03]
 ...
 [6.41439502e-05]
 [7.25698707e-07]
 [4.54337434e-09]]","[[9.71862798e+00]
 [2.45343589e+01]
 [3.72200123e+01]
 ...
 [6.53682945e-02]
 [3.46483345e-03]
 [1.06210639e-04]]"
198,199.0,0.025,4.898150753768846e-05,4.774384280522616e-07,-2050.0,-17.0,3.6,"[[6.76194408e-09]
 [7.80904831e-07]
 [4.99513065e-05]
 ...
 [5.82702266e-04]
 [9.11940739e-06]
 [7.89788996e-08]]","[[9.71862798e+00]
 [2.45343589e+01]
 [3.72200136e+01]
 ...
 [6.53828620e-02]
 [3.46506144e-03]
 [1.06212614e-04]]"
199,200.0,0.025,1.4024999999995292e-06,3.9340124999973586e-10,-3750.0,-21.0,4.4,"[[9.27883586e-04]
 [3.05314524e-02]
 [5.55921612e-01]
 ...
 [9.88841379e-07]
 [8.84104543e-09]
 [4.37423712e-11]]","[[9.71865118e+00]
 [2.45351222e+01]
 [3.72339116e+01]
 ...
 [6.53828868e-02]
 [3.46506166e-03]
 [1.06212615e-04]]"
